0,58, Self-employed-not incorporated,4,34, Some college but no degree,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,1053.55, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135786,31, Private,45,10, Masters degree(MA MS MEng MEd MSW MBA),0, Never married, Other professional services, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1660.18, MSA to MSA, Different state same division, Different state in Midwest, No, No,3, United-States, United-States, United-States, Native- Born in the United States,1,2,44,94, - 50000.
135792,30, Private,34,26, High school graduate,0, Married-spouse absent, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1871.6, MSA to nonMSA, Different region, Different state in West, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,26,94, - 50000.
135820,36, Private,38,33, Some college but no degree,0, Married-civilian spouse present, Business and repair services, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,274.48, MSA to MSA, Different state same division, Different state in West, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,37,94, - 50000.
135879,34, Private,4,34, High school graduate,0, Separated, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,2304.57, MSA to MSA, Different state same division, Different state in South, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135880,25, State government,48,32, High school graduate,0, Married-civilian spouse present, Public administration, Other service, Black, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,3756.04, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135923,28, Private,44,12, Some college but no degree,0, Never married, Social services, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,3569.56, MSA to MSA, Same county, Same county, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135954,20, Private,42,30, 10th grade,0, Married-civilian spouse present, Medical except hospital, Other service, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2294.53, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,16,94, - 50000.
136000,22, Private,25,36, High school graduate,0, Never married, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, Mexican (Mexicano), Male, Children or Armed Forces,0,0,0, Nonfiler, Child 18+ never marr Not in a subfamily, Child 18 or older,1352.6, MSA to MSA, Different county same state, Different county same state, No, Yes,0, United-States, United-States, United-States, Native- Born in the United States,0,2,0,94, - 50000.
136032,36, Private,13,36, High school graduate,700, Divorced, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,2664.08, NonMSA to nonMSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
136067,16, Private,36,27, 7th and 8th grade,0, Never married, Private household services, Private household services, White, All other, Female, Children or Armed Forces,0,0,0, Nonfiler, Child <18 never marr not in subfamily, Child under 18 never married,1444.49, MSA to MSA, Same county, Same county, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,40,94, - 50000.
136098,30, Private,33,16, High school graduate,0, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2763.82, MSA to MSA, Different county same state, Different county same state, No, No,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
136142,41, Self-employed-not incorporated,39,32, High school graduate,0, Married-civilian spouse present, Personal services except private HH, Other service, White, All other, Male, Children or Armed Forces,0,0,700, Joint both under 65, Householder, Householder,1236.4, NonMSA to nonMSA, Same county, Same county, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
136150,30, Private,33,19, High school graduate,440, Divorced, Retail trade, Sales, White, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1730.87, NonMSA to nonMSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,36,94, - 50000.
136152,29, Private,33,29, 10th grade,0, Divorced, Retail trade, Other service, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,2740.87, NonMSA to nonMSA, Different county same state, Different county same state, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,43,94, - 50000.
136210,58, Self-employed-not incorporated,35,17, Masters degree(MA MS MEng MEd MSW MBA),0, Divorced, Finance insurance and real estate, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Nonfiler, Nonfamily householder, Householder,1856.53, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,6,94, - 50000.
136222,24, Private,22,36, 9th grade,0, Never married, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, Black, Other Spanish, Female, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,1235.52, MSA to MSA, Different county same state, Different county same state, No, No,3, Dominican-Republic, Dominican-Republic, Dominican-Republic, Foreign born- Not a citizen of U S ,0,2,26,94, - 50000.
136225,33, Private,29,38, High school graduate,0, Married-civilian spouse present, Transportation, Transportation and material moving, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1314.92, Not identifiable, Different county same state, Different county same state, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
136243,32, Self-employed-incorporated,32,18, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Wholesale trade, Sales, White, Mexican-American, Male, Children or Armed Forces,7688,0,0, Joint both under 65, Householder, Householder,1143.7, MSA to MSA, Same county, Same county, No, Yes,2, Mexico, Mexico, Mexico, Foreign born- U S citizen by naturalization,0,2,52,94, 50000+.
136254,33, Private,11,2, Masters degree(MA MS MEng MEd MSW MBA),0, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Female, Children or Armed Forces,0,0,200, Joint both under 65, Spouse of householder, Spouse of householder,1190.94, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
136263,40, Private,42,12, Masters degree(MA MS MEng MEd MSW MBA),0, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1677.26, NonMSA to nonMSA, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
136292,38, Private,29,38, Some college but no degree,0, Married-civilian spouse present, Transportation, Transportation and material moving, Black, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,3040.96, MSA to MSA, Different county same state, Different county same state, No, Yes,2, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
136315,35, Private,37,26, High school graduate,0, Never married, Business and repair services, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,2153.92, MSA to MSA, Same county, Same county, No, No,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
136318,43, Private,43,9, Doctorate degree(PhD EdD),0, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2059.7, NonMSA to MSA, Different state same division, Different state in Northeast, No, No,0, United-States, United-States, United-States, Native- Born in the United States,0,2,0,94, - 50000.
136338,24, Private,29,38, High school graduate,0, Married-civilian spouse present, Transportation, Transportation and material moving, Black, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,3168.03, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,2,2,44,94, - 50000.
136380,40, Private,33,19, High school graduate,0, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1566.75, NonMSA to nonMSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,8,94, - 50000.
